Sample Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration,Training
29510,651132.52,4765590.21,945.14,1.46,0.03,27.0,50.0,1.2,1.8,3.0,IAA,2
31223,651366.92,4765718.29,594.81,3.14,0.09,21.0,50.0,0.0,0.6,3.0,IAA,2
29928,651325.94,4765826.58,822.64,2.12,0.12,31.0,50.0,2.0,2.0,4.0,IAA,2
29120,651319.16,4765645.85,908.87,1.9,0.04,24.0,250.0,1.6,1.4,4.0,IAA,2
29979,651325.94,4765877.58,734.31,0.7,0.05,47.0,50.0,2.4,1.6,4.0,IAA,2
46084,651462.32,4766048.78,825.21,1.01,0.03,17.0,50.0,2.0,2.0,4.0,IAA,2
29290,651317.18,4765815.92,614.74,0.99,0.04,145.0,54.0,0.8,0.0,2.0,IAA,2
32336,651231.01,4765569.61,786.4,1.14,0.06,180.0,50.0,1.5,0.6,3.0,IAA,2
75994,651291.15,4765787.16,804.8,0.96,0.02,10.0,110.0,2.0,0.5,2.5,IAA,2
31956,651441.7,4765753.01,705.27,1.38,0.04,11.0,50.0,3.6,0.4,4.0,IAA,2
42468,651310.78,4765448.54,482.19,0.46,0.02,53.0,50.0,0.8,0.2,1.0,IAA,2
32439,651300.48,4765522.88,598.2,1.3,0.04,17.0,50.0,1.2,0.3,3.0,IAA,2
61301,651819.12,4766221.64,435.9,1.63,0.18,31.0,50.0,2.1,0.3,3.0,IAA,2
55044,651259.78,4765685.54,673.59,1.7,0.1,105.0,50.0,3.6,2.4,6.0,IAA,2
29141,651317.36,4765665.69,871.89,1.79,0.03,14.0,50.0,2.6,1.4,4.0,IAA,2
63583,651712.18,4766628.04,367.74,1.17,0.05,5.0,50.0,1.0,0.2,2.0,IAA,2
35045,651536.85,4765982.55,748.05,3.15,0.08,5.0,50.0,5.4,0.6,6.0,IAA,2
42477,651305.33,4765457.54,467.59,0.54,0.04,78.0,50.0,3.0,0.0,3.0,IAA,2
55038,651263.53,4765682.36,684.53,2.88,0.08,72.0,50.0,3.0,0.0,5.0,IAA,2
45826,651365.73,4765516.4,584.35,0.81,0.02,46.0,50.0,2.4,3.6,6.0,IAA,2
71335,651195.87,4766294.96,552.89,0.14,0.02,15.0,50.0,0.0,3.0,3.0,IAA,2
42368,651376.41,4765366.19,651.85,1.15,0.01,27.0,50.0,2.2,1.8,4.0,IAA,2
65967,651283.61,4765544.08,863.18,1.68,0.03,45.0,50.0,2.5,2.5,5.0,IAA,2
47344,651174.61,4765492.71,706.84,0.39,0.03,80.0,50.0,1.2,0.8,2.0,IAA,2
36747,650969.04,4765743.0,845.67,-99.0,-99.0,-99.0,-99.0,0.0,2.0,2.0,IAA,2
29525,651134.26,4765607.47,920.66,0.95,0.0,105.0,50.0,0.7,0.3,1.0,IAA,2
49634,651290.47,4765310.63,654.14,1.57,0.01,32.0,50.0,2.8,1.2,4.0,IAA,2
30488,651293.11,4765627.13,505.64,0.69,0.02,275.0,50.0,0.6,1.8,3.0,IAA,2
42354,651384.96,4765356.99,676.88,1.02,0.01,18.0,50.0,1.6,2.4,4.0,IAA,2
76006,651284.68,4765794.18,782.78,1.0,0.08,18.0,50.0,1.05,2.45,3.5,IAA,2
55574,650742.39,4765966.03,1041.15,0.31,0.0,5.0,50.0,0.2,0.8,1.0,IAA,2
18129,650631.15,4764999.96,1040.32,0.1,0.02,8.74,125.0,1.265,3.85,5.5,IAA,2
17224,650314.22,4765154.06,865.83,0.04,0.01,9.13,8.2,0.675,3.735,4.5,IAA,2
26923,650919.94,4765321.75,977.66,0.27,0.01,130.0,50.0,1.2,2.8,4.0,IAA,2
42437,651329.82,4765419.14,533.34,1.37,0.04,71.0,660.0,1.5,0.0,3.0,IAA,2
27112,650912.49,4765509.5,649.68,0.87,0.18,21.0,50.0,2.25,0.75,3.0,IAA,2
69910,651738.77,4766194.33,318.49,0.49,0.07,5.0,140.0,0.0,0.0,1.5,IAA,2
35063,651526.46,4765990.68,714.56,2.8,0.02,47.0,50.0,3.6,2.4,6.0,IAA,2
33204,651384.15,4765871.08,807.97,1.67,0.05,10.0,50.0,2.4,1.6,4.0,IAA,2
56294,651568.01,4766431.16,436.63,2.27,0.01,5.0,50.0,4.5,0.5,5.0,IAA,2
53804,651453.46,4765555.41,556.05,2.84,0.07,17.0,50.0,0.4,0.0,4.0,IAA,2
42289,651423.89,4765318.82,794.88,0.1,0.0,10.0,130.0,2.0,3.0,5.0,IAA,2
55342,651407.76,4766177.14,756.37,1.49,0.13,13.0,50.0,2.4,0.6,3.0,IAA,2
34220,651461.69,4765934.75,641.09,2.93,0.15,25.0,50.0,0.0,0.0,3.0,IAA,2
35018,651552.45,4765970.36,798.29,1.03,0.02,15.0,50.0,2.7,0.3,3.0,IAA,2
41903,651498.08,4766103.27,725.78,1.52,0.03,11.0,160.0,3.5,1.5,5.0,IAA,2
59875,651749.65,4766056.74,613.49,-99.0,-99.0,-99.0,-99.0,0.65,5.85,6.5,IAA,2
28477,651338.75,4765634.75,793.66,1.44,0.02,11.0,50.0,1.5,1.5,3.0,IAA,2
29235,651314.53,4765758.17,708.3,1.35,0.0,170.0,50.0,0.0,0.0,1.2,IAA,2
57567,651258.2,4765689.49,771.36,1.75,0.08,33.0,50.0,4.2,1.2,6.0,IAA,2
47955,651318.12,4765387.5,682.21,0.62,0.02,76.0,50.0,2.0,3.0,5.0,IAA,2
29165,651315.92,4765688.31,829.58,0.81,0.08,11.0,50.0,0.8,0.8,2.0,IAA,2
59519,651764.7,4766052.85,344.89,-99.0,-99.0,-99.0,-99.0,0.1,0.1,1.0,IAA,2
32380,651261.17,4765550.32,706.02,2.12,0.05,29.0,120.0,2.1,0.6,3.0,IAA,2
25364,650918.45,4765476.0,920.22,0.67,0.06,137.0,-99.0,2.0,3.0,5.0,IAA,2
28945,650898.43,4765684.31,725.82,0.11,0.08,98.0,25.0,0.3,2.7,3.0,IAA,2
76372,651456.4,4765790.42,641.78,2.52,0.08,70.0,50.0,3.9,2.275,6.5,IAA,2
67074,651752.66,4766211.72,464.37,1.54,0.07,22.0,50.0,2.5,0.0,2.5,IAA,2
75958,651311.04,4765767.26,871.08,0.94,0.0,12.0,50.0,1.05,2.45,3.5,IAA,2
72660,651439.47,4765676.42,744.97,1.36,0.02,96.0,50.0,0.05,0.1,0.5,IAA,2
29961,651325.94,4765859.58,765.48,0.97,0.1,33.0,50.0,2.0,2.0,4.0,IAA,2
67538,651266.71,4765558.63,582.41,1.56,0.07,185.0,270.0,0.8,0.8,2.0,IAA,2
47966,651324.26,4765381.05,662.09,0.77,0.0,34.0,50.0,1.6,2.4,4.0,IAA,2
28521,651346.51,4765690.58,726.09,2.14,0.1,30.0,50.0,2.7,0.3,3.0,IAA,2
72143,651579.42,4765934.24,595.5,1.64,0.01,34.0,50.0,1.5,3.5,5.0,IAA,2
50069,651223.46,4765260.26,655.84,0.93,0.02,25.0,50.0,2.4,1.6,4.0,IAA,2
32841,651418.18,4765573.76,742.01,2.2,0.03,30.0,50.0,3.0,3.0,6.0,IAA,2
74943,651899.58,4766241.36,310.42,0.88,0.04,45.0,50.0,0.8,0.6,2.0,IAA,2
17215,650315.43,4765153.78,883.79,0.52,0.02,21.2,192.5,1.2,4.5,6.0,IAA,2
32000,651451.35,4765810.05,638.98,2.22,0.09,31.0,50.0,3.0,2.0,5.0,IAA,2
56845,651587.96,4766423.65,401.12,2.44,0.03,5.0,50.0,3.6,2.4,6.0,IAA,2
55050,651256.03,4765688.73,662.65,1.63,0.05,91.0,50.0,3.0,3.0,6.0,IAA,2
46540,651458.31,4765429.29,649.63,0.75,0.03,38.0,50.0,4.0,0.0,4.0,IAA,2
60776,651527.52,4765852.99,593.84,0.72,0.04,5.0,50.0,1.6,2.0,4.0,IAA,2
74366,651353.79,4765721.69,785.55,2.75,0.11,23.0,50.0,3.2,0.8,4.0,IAA,2
13776,650531.23,4765468.74,674.71,0.21,0.04,48.9,19.6,1.125,3.375,4.5,IAA,2
29226,651314.38,4765749.0,723.79,1.47,0.05,35.0,50.0,0.8,0.6,2.0,IAA,2
35012,651555.91,4765967.65,809.46,1.46,0.02,32.0,50.0,3.6,0.4,4.0,IAA,2
74342,651370.16,4765710.1,829.16,1.98,0.06,5.0,50.0,1.2,2.8,4.0,IAA,2
25343,650919.88,4765454.42,956.22,0.84,0.06,104.0,-99.0,2.8,1.2,4.0,IAA,2
38540,651735.86,4766558.25,262.12,3.14,0.04,37.0,50.0,4.0,0.0,5.0,IAA,2
18147,650628.74,4764999.97,1004.4,0.33,0.07,17.85,470.0,1.02,4.8,6.0,IAA,2
54211,651524.71,4765600.5,625.79,0.71,0.02,29.0,50.0,1.5,1.5,3.0,IAA,2
26938,650919.1,4765336.72,951.67,0.5,0.01,75.0,120.0,1.6,2.4,4.0,IAA,2
46880,651292.4,4765527.11,862.68,0.76,0.02,30.0,50.0,2.4,3.6,6.0,IAA,2
29263,651315.18,4765787.01,660.3,0.8,0.02,97.0,50.0,0.0,0.0,1.2,IAA,2
29272,651315.71,4765796.55,645.05,0.99,0.03,90.0,50.0,1.2,0.0,2.0,IAA,2
57573,651255.85,4765692.43,759.97,1.34,0.05,42.0,50.0,0.0,0.0,1.0,IAA,2
61298,651820.8,4766219.58,441.28,1.33,0.13,5.0,50.0,0.5,0.0,2.5,IAA,2
75955,651312.7,4765765.66,876.61,1.29,0.03,10.0,110.0,0.9,3.6,4.5,IAA,2
32519,651352.18,4765482.57,452.28,0.32,0.02,120.0,100.0,0.12,0.96,1.2,IAA,2
49637,651288.4,4765312.32,648.76,1.18,0.02,14.0,50.0,1.8,2.2,4.0,IAA,2
31959,651442.26,4765756.88,700.72,1.78,0.11,11.0,50.0,3.6,0.4,4.0,IAA,2
48871,651355.11,4765377.58,490.77,0.65,0.02,110.0,50.0,1.8,1.2,3.0,IAA,2
42360,651381.32,4765360.89,666.13,0.83,0.01,15.0,50.0,1.2,2.8,4.0,IAA,2
54214,651523.03,4765601.64,620.14,1.2,0.03,72.0,50.0,2.0,2.0,4.0,IAA,2
29174,651315.37,4765696.93,813.79,2.08,0.18,5.0,150.0,2.0,2.5,5.0,IAA,2
17799,650535.26,4765000.43,1109.18,0.02,0.0,-99.0,-99.0,0.18,2.82,3.0,IAA,2
54980,651299.96,4765652.24,790.47,1.6,0.06,19.0,280.0,2.8,4.2,7.0,IAA,2
54992,651292.42,4765658.39,768.53,1.42,0.03,14.0,50.0,3.5,1.5,5.0,IAA,2
29580,651141.67,4765673.36,832.91,0.69,0.03,41.0,87.0,2.4,0.6,3.0,IAA,2
13749,650519.92,4765467.87,727.5,0.21,0.06,56.3,22.8,0.2,1.8,2.0,IAA,2
31183,651346.11,4765735.19,670.18,3.82,0.27,11.0,-99.0,0.6,0.0,3.0,IAA,2
54205,651528.08,4765598.16,637.06,1.11,0.03,71.0,50.0,3.6,0.4,4.0,IAA,2
32368,651252.95,4765555.57,727.95,1.4,0.03,95.0,1350.0,2.1,0.3,3.0,IAA,2
32371,651255.0,4765554.26,722.46,1.41,0.03,64.0,280.0,1.8,0.6,3.0,IAA,2
46099,651448.82,4766061.97,801.89,1.0,0.01,5.0,50.0,1.8,1.2,3.0,IAA,2
60755,651536.9,4765843.86,633.75,1.22,0.02,15.0,150.0,1.5,0.6,3.0,IAA,2
51593,651812.97,4766631.12,111.83,0.89,0.18,5.0,50.0,3.2,0.8,4.0,IAA,2
48394,651352.85,4765357.21,644.97,2.38,0.01,51.0,50.0,3.2,0.8,4.0,IAA,2
74423,651315.63,4765749.41,681.77,0.81,0.03,31.0,50.0,0.0,0.0,2.0,IAA,2
36915,651042.59,4765676.52,524.66,0.74,0.15,70.0,50.0,1.2,2.8,4.0,PHY,2
37411,651033.27,4765943.11,537.35,0.2,0.06,11.0,50.0,0.6,2.4,3.0,PHY,2
17018,650304.38,4764952.7,1072.3,0.27,0.88,18.4,143.5,1.05,1.8,3.0,PHY,2
18046,650330.47,4764909.4,936.43,0.05,0.07,2.67,13.2,0.45,1.05,1.5,PHY,2
53424,651587.45,4766058.59,438.21,1.28,0.62,145.0,180.0,4.2,2.8,7.0,PHY,2
61347,651793.38,4766253.87,353.66,0.65,0.12,45.0,170.0,1.2,2.8,4.0,PHY,2
63643,651642.92,4766658.03,274.46,1.92,0.28,64.0,50.0,2.4,0.6,3.0,PHY,2
58035,650951.91,4765921.86,487.74,0.36,0.15,28.0,50.0,2.4,0.6,3.0,PHY,2
63057,651347.72,4766791.66,139.44,0.7,0.04,70.0,50.0,1.0,1.0,2.0,PHY,2
25630,650923.73,4764949.33,955.4,0.04,0.01,16.0,-99.0,0.5,4.5,5.0,PHY,2
38595,651715.36,4766591.58,159.33,0.47,0.08,29.0,50.0,1.6,0.4,2.0,PHY,2
30844,651165.16,4765890.21,681.54,1.2,0.08,83.0,50.0,1.0,1.0,2.0,PHY,2
53440,651595.07,4766050.54,408.19,1.04,0.81,74.0,580.0,2.0,2.0,4.0,PHY,2
37587,651121.14,4765834.49,214.33,1.14,0.47,39.0,50.0,2.4,1.6,4.0,PHY,2
16030,650339.03,4765048.01,917.98,0.1,0.06,17.55,25.6,0.375,2.125,2.5,PHY,2
65040,651849.56,4766370.35,81.53,0.78,0.34,5.0,50.0,1.4,0.6,2.0,PHY,2
77524,650759.07,4764816.73,1142.58,0.04,0.03,19.83,434.75,0.0,0.5,0.5,PHY,2
17368,650077.07,4765048.55,952.85,-99.0,-99.0,-99.0,-99.0,0.175,0.325,0.5,PHY,2
65756,651797.38,4766232.6,223.19,0.72,0.16,30.0,50.0,2.6,1.4,4.0,PHY,2
39210,651416.74,4766673.35,158.27,0.73,0.05,96.0,50.0,1.5,1.5,3.0,PHY,2
24731,651302.22,4764842.97,1027.43,0.14,0.04,32.8,87.0,1.0,3.5,5.0,PHY,2
15426,651229.11,4766406.55,-132.99,-99.0,-99.0,-99.0,-99.0,1.2,1.8,3.0,PHY,2
14434,651231.31,4766406.33,729.0,-99.0,-99.0,-99.0,-99.0,0.0,0.5,0.5,PHY,2
38583,651719.56,4766584.13,181.75,1.04,0.07,65.0,50.0,2.85,0.15,3.0,PHY,2
16167,650252.07,4765049.62,946.03,0.25,0.13,31.5,63.8,0.7,2.8,3.5,PHY,2
55804,650986.11,4765958.41,651.28,1.36,0.32,90.0,50.0,2.4,0.6,3.0,PHY,2
36941,651052.96,4765666.58,474.68,0.82,0.1,84.0,160.0,1.2,1.8,3.0,PHY,2
16330,650399.78,4765003.61,914.49,0.14,0.06,13.8,26.6,0.75,2.25,3.0,PHY,2
31675,651270.16,4765535.82,411.76,0.14,0.16,10.0,50.0,0.6,2.4,3.0,PHY,2
56365,651503.96,4766484.97,321.88,0.38,0.13,145.0,50.0,0.75,1.75,2.5,PHY,2
58081,650973.05,4765909.42,399.08,0.35,0.07,24.0,50.0,1.5,1.5,3.0,PHY,2
58095,650979.45,4765905.35,372.12,0.44,0.17,155.0,50.0,1.6,0.4,2.0,PHY,2
14619,651230.68,4766406.39,359.01,0.4,0.08,9.5,13.2,1.925,1.575,3.5,PHY,2
16483,650253.72,4764997.69,930.75,0.1,0.55,5.38,59.3,0.225,1.275,1.5,PHY,2
18508,650617.24,4764948.59,882.93,0.06,0.05,13.25,60.4,0.875,2.555,3.5,PHY,2
44040,651732.24,4766005.9,117.14,-99.0,-99.0,-99.0,-99.0,0.2,1.8,2.0,PHY,2
48500,651443.47,4765254.73,483.09,0.43,0.04,155.0,50.0,0.9,2.1,3.0,PHY,2
70969,651244.82,4766230.76,643.16,0.75,0.22,67.0,50.0,1.6,2.4,4.0,PHY,2
69888,651722.52,4766205.93,357.7,0.9,0.8,5.0,1730.0,1.5,3.5,5.0,PHY,2
65012,651859.87,4766359.4,135.47,1.37,0.46,5.0,50.0,1.2,0.4,2.0,PHY,2
55339,651407.32,4766177.35,762.35,1.01,0.03,5.0,50.0,2.4,0.6,3.0,PHY,2
65015,651858.68,4766360.53,129.7,0.93,0.4,5.0,50.0,0.1,0.0,1.0,PHY,2
58518,651613.67,4766458.94,463.82,0.09,0.02,5.0,50.0,0.3,2.7,3.0,PHY,2
43416,651615.54,4765957.42,466.17,1.11,0.01,81.0,50.0,1.2,1.8,3.0,PHY,2
14736,651230.63,4766406.87,125.01,0.32,0.05,15.3,4.6,1.5,1.0,2.5,PHY,2
42029,651435.91,4766144.97,485.17,0.87,0.05,155.0,50.0,2.7,0.3,3.0,PHY,2
15810,650190.25,4765049.97,1043.56,0.95,0.18,11.9,28.9,1.05,2.45,3.5,PHY,2
25621,650924.01,4764941.34,971.53,0.24,0.0,68.0,-99.0,0.0,5.0,5.0,PHY,2
75361,651433.79,4766147.72,492.76,0.8,0.12,58.0,50.0,1.8,1.2,3.0,PHY,2
44031,651735.3,4766001.36,134.28,0.76,0.53,185.0,200.0,2.0,2.0,4.0,PHY,2
36931,651049.08,4765670.45,493.92,0.47,0.06,26.0,140.0,0.6,1.4,2.0,PHY,2
12579,651152.16,4766198.58,-581.23,0.2,0.1,19.1,16.8,0.75,1.7,2.5,PHY,2
68453,651144.79,4765238.64,415.08,0.17,0.08,29.0,50.0,0.6,2.4,3.0,PHY,2
63748,651519.99,4766723.61,117.44,0.95,0.07,110.0,50.0,1.5,1.5,3.0,PHY,2
78783,650472.5,4764919.48,1040.47,0.11,0.33,9.76,70.5,1.2,1.8,3.0,PHY,2
16015,650350.49,4765047.92,945.7,0.04,0.0,12.15,10.4,0.6,2.4,3.0,PHY,2
54691,651026.66,4765960.98,638.67,0.9,0.2,12.0,270.0,1.95,0.6,3.0,PHY,2
35147,651478.51,4766030.86,558.65,0.9,0.06,97.0,110.0,2.4,0.6,3.0,PHY,2
47086,651201.06,4765633.77,475.54,0.78,0.05,14.0,50.0,2.0,3.0,5.0,PHY,2
37702,651175.55,4765752.49,6.49,0.13,0.63,5.0,50.0,0.4,3.6,4.0,PHY,2
30890,651181.21,4765949.11,612.74,0.83,0.1,150.0,50.0,1.8,0.2,2.0,PHY,2
68874,651262.16,4765892.29,537.93,0.41,0.05,64.0,50.0,1.2,2.8,4.0,PHY,2
39229,651394.46,4766686.4,130.39,1.26,0.3,170.0,50.0,2.4,1.6,4.0,PHY,2
39217,651408.54,4766678.14,147.98,1.05,0.15,90.0,50.0,2.4,1.6,4.0,PHY,2
72732,651407.78,4765704.89,607.42,2.31,0.17,18.0,130.0,1.5,0.6,3.0,PHY,2
58006,650938.32,4765929.25,543.64,0.56,0.07,37.0,50.0,2.4,0.6,3.0,PHY,2
56326,651539.06,4766455.28,384.9,1.22,0.21,130.0,50.0,1.8,0.2,2.0,PHY,2
43035,651676.58,4765518.61,128.82,0.4,0.12,90.0,50.0,0.9,2.1,3.0,PHY,2
44913,650849.5,4766098.91,648.39,0.25,0.05,34.0,50.0,0.9,2.1,3.0,PHY,2
17971,650337.56,4764849.71,1073.85,0.07,0.05,2.79,66.6,0.4,1.6,2.0,PHY,2
75429,651373.06,4766095.81,382.7,0.55,0.09,57.0,50.0,1.8,1.2,3.0,PHY,2
15485,650318.29,4765099.35,1061.28,0.53,0.23,11.55,8.6,1.0,1.5,2.5,PHY,2
43456,651593.16,4765985.68,394.76,0.93,0.26,210.0,210.0,2.8,1.2,4.0,PHY,2
73455,651782.53,4766505.49,55.64,0.71,0.21,19.0,230.0,0.8,1.2,2.0,PHY,2
52928,651584.7,4766178.65,625.45,1.15,0.03,32.0,50.0,3.0,4.5,7.5,PHY,2
36825,651004.87,4765711.76,697.09,0.76,0.17,15.0,50.0,1.8,1.2,3.0,PHY,2
75337,651455.23,4766166.04,531.6,1.27,0.1,115.0,50.0,1.6,2.4,4.0,PHY,2
75343,651449.87,4766161.46,521.89,1.64,0.33,100.0,50.0,2.4,1.6,4.0,PHY,2
72814,651365.77,4765742.34,453.43,0.42,0.05,65.0,50.0,0.6,1.4,2.0,PHY,2
44889,650837.21,4766107.4,694.0,0.09,0.1,5.0,50.0,0.3,2.7,3.0,PHY,2
25615,650924.18,4764936.07,982.31,0.8,0.04,290.0,-99.0,0.0,2.4,3.0,PHY,2
55861,651044.99,4765950.67,553.98,0.61,0.15,28.0,50.0,1.0,1.0,2.0,PHY,2
49294,651326.85,4765281.62,574.86,0.77,0.03,46.0,50.0,3.6,0.4,4.0,PHY,2
63681,651598.52,4766679.63,216.69,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,PHY,2
13487,651153.59,4765673.47,-397.56,0.31,0.14,26.9,55.2,0.54,2.4,3.0,PHY,2
42044,651428.62,4766150.58,456.61,1.19,0.08,265.0,50.0,1.2,1.5,3.0,PHY,2
33907,651505.12,4766100.02,491.82,0.71,0.2,95.0,50.0,1.6,2.4,4.0,PHY,2
36983,651068.16,4765650.02,393.75,0.99,0.66,55.0,50.0,1.8,1.2,3.0,PHY,2
37647,651150.08,4765792.88,105.58,0.16,0.06,51.0,50.0,0.3,0.7,1.0,PHY,2
14182,650210.48,4765097.87,999.69,0.27,0.2,186.0,90.5,1.4,2.1,3.5,PHY,2
18857,650482.1,4765032.57,938.86,0.66,0.19,7.06,21.89,1.2,4.8,6.0,PHY,2
63138,651228.07,4766868.46,61.98,1.46,0.2,89.0,160.0,2.1,1.4,3.5,PHY,2
63772,651492.09,4766740.36,82.16,1.1,0.1,180.0,50.0,1.6,2.4,4.0,PHY,2
39744,651674.82,4766575.16,314.81,1.2,0.02,5.0,50.0,3.0,3.0,6.0,PHY,2
77689,650233.67,4765037.37,1079.45,0.2,0.1,20.08,37.1,0.15,0.85,1.0,PHY,2
50157,651174.29,4765328.33,501.21,0.14,0.09,20.0,50.0,1.0,4.0,5.0,PHY,2
36989,651070.21,4765647.63,382.17,0.75,0.16,46.0,110.0,2.1,0.9,3.0,PHY,2
13994,650636.76,4765471.68,251.74,0.39,0.06,165.0,11.6,0.28,3.72,4.0,PHY,2
37653,651152.98,4765788.63,94.73,0.12,0.11,5.0,50.0,0.7,1.3,2.0,PHY,2
78813,650473.29,4764917.91,980.49,0.08,0.06,6.94,61.1,0.1,0.9,1.0,PHY,2
23439,650253.01,4764899.66,1090.81,0.05,0.06,2.34,52.6,0.015,14.97,15.0,PHY,2
45477,651666.26,4766313.82,355.33,0.57,0.08,15.0,190.0,1.05,1.95,3.0,PHY,2
20469,651379.55,4766676.37,61.03,-99.0,-99.0,-99.0,-99.0,1.35,0.15,1.5,PHY,2
14724,651230.63,4766406.85,149.01,0.51,0.02,34.1,4.7,1.2,2.8,4.0,PHY,2
16960,650142.87,4765101.4,890.5,0.13,0.02,27.2,4.2,0.3,0.19,0.5,PHY,2
13347,651020.36,4765710.15,-154.42,0.19,1.15,25.0,103.0,0.35,3.15,3.5,PHY,2
17808,650533.89,4765000.54,1091.23,0.03,0.02,-99.0,-99.0,0.15,2.85,3.0,PHY,2
39144,651493.27,4766628.25,255.9,0.61,0.15,160.0,50.0,2.4,0.6,3.0,PHY,2
16773,650397.13,4764951.8,925.29,0.15,0.21,5.24,57.0,0.375,1.125,1.5,PHY,2
62333,651525.79,4766719.26,-85.7,0.98,0.33,24.0,50.0,2.45,0.0,3.5,PHY,2
17992,650336.16,4764866.75,1035.49,0.03,0.01,1.92,8.2,0.25,0.75,1.0,PHY,2
18049,650330.11,4764911.74,930.92,0.05,0.02,2.34,5.3,0.25,0.25,0.5,PHY,2
13193,650893.22,4765725.17,125.68,0.33,0.04,118.0,5.0,1.4,2.48,4.0,PHY,2
22446,651463.37,4766768.59,187.88,-99.0,-99.0,-99.0,-99.0,2.1,0.9,3.0,PHY,2
37312,650979.12,4765994.41,720.74,1.36,0.2,25.0,1560.0,3.6,2.4,6.0,PHY,2
58017,650943.48,4765926.45,522.44,0.48,0.1,10.0,50.0,1.95,1.05,3.0,PHY,2
25759,650921.24,4765067.16,725.91,0.03,0.01,5.0,-99.0,0.0,4.5,4.5,PHY,2
36551,651335.57,4766003.01,575.58,0.68,0.07,105.0,50.0,1.2,2.8,4.0,PHY,2
56330,651535.45,4766458.32,378.44,0.92,0.05,210.0,50.0,1.6,0.2,2.0,PHY,2
23740,650444.8,4764913.64,1050.33,0.13,0.25,7.06,86.0,0.35,3.15,3.5,PHY,2
16930,650152.14,4765101.15,949.78,0.34,7.07,148.5,59.9,0.6,1.3,2.0,PHY,2
25695,650922.23,4765007.98,839.4,0.23,0.03,83.0,-99.0,0.4,3.6,4.0,PHY,2
12997,650745.25,4765733.94,488.45,0.52,0.11,77.2,2.0,0.9,1.06,2.0,PHY,2
13158,650865.53,4765726.92,189.95,0.43,0.12,87.6,111.0,0.75,2.19,3.0,PHY,2
75405,651394.49,4766114.13,421.55,0.07,0.01,93.0,50.0,0.4,0.6,1.0,PHY,2
37052,651090.9,4765622.22,260.51,0.45,0.16,22.0,50.0,0.9,2.1,3.0,PHY,2
73431,651808.72,4766493.12,93.91,1.06,0.33,5.0,130.0,0.3,1.2,3.0,PHY,2
37644,651148.64,4765795.0,111.0,0.32,0.11,34.0,50.0,0.9,2.1,3.0,PHY,2
44919,650852.49,4766096.7,636.98,0.16,0.03,51.0,50.0,0.6,2.4,3.0,PHY,2
30868,651173.23,4765920.43,645.13,0.38,0.08,42.0,50.0,0.8,0.2,1.0,PHY,2
37623,651138.69,4765809.93,148.97,0.54,0.26,56.0,50.0,0.8,1.2,2.0,PHY,2
54660,651054.56,4765994.73,682.55,0.73,0.12,5.0,50.0,2.7,1.8,4.5,PHY,2
16954,650144.73,4765101.35,902.36,0.17,0.03,16.65,5.5,0.35,0.63,1.0,PHY,2
14273,651231.04,4766406.2,1051.0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,1.0,PHY,2
30538,651288.04,4765675.35,418.18,0.22,0.01,44.0,50.0,0.6,2.4,3.0,PHY,2
13071,650800.52,4765728.81,351.32,0.23,0.11,25.9,8.8,0.8,1.2,2.0,PHY,2
18285,650529.67,4764950.76,1043.4,0.85,0.08,36.5,507.0,1.2,2.8,4.0,PHY,2
18259,650533.64,4764950.59,1095.25,0.27,0.08,39.1,57.2,0.7,2.8,3.5,PHY,2
75408,651391.82,4766111.84,416.69,0.35,0.12,125.0,50.0,0.9,0.1,1.0,PHY,2
51609,651807.92,4766636.0,80.61,1.09,0.19,38.0,380.0,1.2,0.8,2.0,PHY,2
30893,651182.31,4765953.05,608.35,0.06,0.01,25.0,50.0,0.0,1.0,1.0,PHY,2
64969,651877.13,4766343.16,218.14,1.12,0.32,21.0,230.0,2.4,0.6,3.0,PHY,2
56379,651491.41,4766495.61,299.23,0.1,0.02,55.0,50.0,0.4,0.6,1.0,PHY,2
17998,650335.61,4764871.54,1024.5,0.04,0.01,3.43,88.9,0.3,0.7,1.0,PHY,2
64374,651796.93,4766588.1,87.55,0.51,0.06,17.0,170.0,2.1,0.9,3.0,PHY,2
15560,650291.26,4765100.22,913.74,0.42,0.1,43.8,44.6,1.35,1.65,3.0,PHY,2
21067,651306.47,4766510.31,248.81,-99.0,-99.0,-99.0,-99.0,0.6,1.4,2.0,PHY,2
37359,651005.33,4765971.31,633.48,0.67,0.18,115.0,50.0,1.6,2.4,4.0,PHY,2
16599,650146.23,4764996.78,1010.33,0.07,0.78,13.4,118.0,0.6,2.4,3.0,PHY,2
55801,650983.0,4765958.74,656.41,0.89,0.29,23.0,50.0,2.4,1.6,4.0,PHY,2
15496,650314.39,4765099.42,1039.63,0.28,0.15,71.2,63.2,1.4,2.1,3.5,PHY,2
57938,650906.16,4765945.59,674.77,0.54,0.48,11.0,50.0,1.2,2.8,4.0,PHY,2
70609,651856.83,4766847.8,89.63,0.96,0.02,25.0,1130.0,0.0,3.5,5.0,PHY,2
18279,650530.58,4764950.74,1055.36,2.24,0.17,44.5,60.5,3.12,1.625,6.5,PHY,2
13455,651120.98,4765684.88,-343.7,0.25,0.37,8.9,124.5,0.2,1.8,2.0,PHY,2
